Sr_No,Location_Coordinates,Hospital_Name,District,Address_First_Line,State,Pincode,Telephone,,,
5448,"23.0549589, 72.5493202",Hari Urosurgical Hospital and Andrology Centre,Ahmedabad,"Third Floor, Shashwat Complex, Naranpura Char Rasta",Gujarat,380013,0,,,
5449,"23.0582661, 72.577928",Harsh Neurosurgical Hospital,Ahmedabad,"4Th Floor , Body Medical Centre,Opposite Juna Wadaj Bus Stand, Ashram Road,Juna Wadaj",Gujarat,380013,0,,,
5450,"23.0215374, 72.5800568",Hina Maternity Nursing Home,Ahmedabad,"D-5/6, Medical Complex, Sola Road",Gujarat,380013,0,,,
5451,"23.0215374, 72.5800568",Jainam Maternity and Nursing Home,Ahmedabad,"Divyalok Complex, Aniruddh Society, Kiranpark Road, Bhimjipura, Nawawadaj",Gujarat,380013,0,,,
5452,"23.0215374, 72.5800568",Jatan Children Hospital,Ahmedabad,"C - 301, 302, 303, Sweni Complex, Opp- Ronak Park Society, Nr- Akhbarnagar Circle, Nava Vadaj",Gujarat,380013,0,,,
5453,"23.0215374, 72.5800568",Jatan Medical and Children Hospital,Ahmedabad,"Part-B, 1St Floor, Sangam Shopping Centre,Opp: Shivali Flats,Akhbarnagar Charg Rasta",Gujarat,380013,0,,,
5454,"23.0215374, 72.5800568",Jigisha Nursing Home,Ahmedabad,"F-1, Sumangalam Complex, Above Sbi, Vyaswadi Road, Navavadaj",Gujarat,380013,0,,,
5455,"23.046206, 72.570999",Kalavati Nursing Home,Ahmedabad,Usmanpura--13,Gujarat,380013,0,,,
5456,"23.700115, 72.5347078",Kanan Maternity and Nursing Home,Ahmedabad,"11, Gokulnagar Society",Gujarat,380013,0,,,
5457,"23.0215374, 72.5800568",Kheteswar Medical Educational and Research Centre,Ahmedabad,"76-1-B, Kheteswar Bhavan, Kirti Colony, Near Vitthal Bhavan, Usman Pura Underbridge",Gujarat,380013,0,,,
5458,"22.9943678, 72.6131219",Killol Children Hospital,Ahmedabad,"Dhanjibhai Complex, 2Nd Floor, Nr. Jivrapark Bus Stop B Block, Nr Naranpura Railway Crossing",Gujarat,380013,0,,,
5459,"23.0215374, 72.5800568",Kolmet Hospital and Medical Research Centre,Ahmedabad,"""Anand-Lahario"", Anand Park, Nr Amrit-Jyoti School, Opp Municipal School",Gujarat,380013,0,,,
5460,"23.0215374, 72.5800568",Krishna Hospital And Iccu,Ahmedabad,"Suryarani Complex, Akhbar Nagar Circle, Nala Vadaj",Gujarat,380013,0,,,
5461,"23.0623588, 72.5574533",Kumud Heart Hospital and Medical Nursing Home,Ahmedabad,"Bhagvati Nagar,Opposite Patrakar Colony, Vijaynagar, Naranpura",Gujarat,380013,0,,,
5462,"23.0551934, 72.5585003",Lady Care Women's Hospital and Child Care,Ahmedabad,"Bsf-1-28, Swaminarayan Avenue,B Block,Aec Cross Road,Naranpura",Gujarat,380013,0,,,
5463,"23.0215374, 72.5800568",Laxmi Heart and Medical Hospital,Ahmedabad,"3Rd Floor, Mansarovar Complex, Opp Uco Bank",Gujarat,380013,0,,,
5464,"23.1115671, 72.5727621",Life Care Hospital,Ahmedabad,"280/1820, Subhash Nagar, , Ioc Road, Chandkheda Bus Stand, Chandkheda",Gujarat,380013,0,,,
5465,"23.062385, 72.5663858",Life Lie Children and Healthcare Hospital Pvt. Ltd.,Ahmedabad,"Life Line Complex,12,Virnagar Society,Nr. Bhimjipura Char Rasta,Nava Vadaj",Gujarat,380013,0,,,
5466,"23.0215374, 72.5800568",Mahin Lifecare Services Pvt Ltd,Ahmedabad,"B/118, Royal Nawab Avenue, Above Zalak Kirana Store, Juhapura, Above Zalak Krishna Store",Gujarat,380013,0,,,
5467,"23.0215374, 72.5800568",Mansarovar Hospital,Ahmedabad,"Kheteswar Bhawan, Kirti Colony, Near Vithhal Bhawan, Usmanpura",Gujarat,380013,0,,,
5468,"23.0673225, 72.5623968",Manshi Multispeciality Hospital,Ahmedabad,"Akhbarnagar Circle, New Wadaj",Gujarat,380013,0,,,
5469,"23.0215374, 72.5800568",Maruti Orthopedic Hospital,Ahmedabad,"Savtantrasenaninagar, Nr Akhbarnagar Underbridge, 132 Ring Road, Nava Vadaj",Gujarat,380013,0,,,
5470,"23.0595383, 72.5585958",Matruchhaya Children Hospital,Ahmedabad,"Khodiyar Complex, Opposite Vijayanagar Petrol Pump, Near Patel Hall, Vijaynagar Road, Naranpura",Gujarat,380013,0,,,
5471,"23.0520667, 72.5607786",Minal Infertility Clinic and Nursing Home,Ahmedabad,"304, Shashwat, Naran Pura Char Rasta",Gujarat,380013,0,,,
5472,"23.0215374, 72.5800568",Mothers Maternity and Nursing Home,Ahmedabad,"8-9, Nildhara Complex 132 Feet Rinf Road, New Vadaj 132 Feet Rinf Road, New Vadaj",Gujarat,380013,0,,,
5473,"23.0673225, 72.5623968",Navjivan Maternity and Orthopaedic Hospital,Ahmedabad,"Surya Rani Complex, Akhbar Nagar Char Rasta",Gujarat,380013,0,,,
5474,"23.0215374, 72.5800568",Navjyot Eye Hospital,Ahmedabad,Niddhi Complex Opp Mehsana Society Bhimjipura Nava Vadaj Road,Gujarat,380013,0,,,
5475,"23.0215374, 72.5800568",Navkar Surgical Hospital,Ahmedabad,"3/A,Vikramnagar Society Nearpanchshil Bus Stop Usmanpura",Gujarat,380013,0,,,
5476,"22.3033187, 73.2002291",Neurosurgical Hospital(Vadodra),Ahmedabad,Sanstha Vasuhat Raopura Baroda,Gujarat,380013,0,,,
5477,"23.0215374, 72.5800568",Nidhi Surgical Hospital and Endoscopy Centre,Ahmedabad,"Opposite Mehsana Society,Nava Wadaj Road,Bhimjipura",Gujarat,380013,0,,,
5478,"23.0215374, 72.5800568",Palak Eye Clinic,Ahmedabad,"B-Block, 3Rd Floor, Suryarani Comple, Akhbarnagar Circle, Nava Vadaj",Gujarat,380013,0,,,
5479,"23.0215374, 72.5800568",Parth Maternity and Medical Nursing Home,Ahmedabad,"Shri Krishna Tower, National Highway-8, Krishna Nagar, Nr Priya Cinema",Gujarat,380013,0,,,
5480,"23.0215374, 72.5800568",Patel E.N.T. Hospital,Ahmedabad,"103, Ashrarath Shopping Centre Uamanpura Ashram Road Opposite Fortune Hotal",Gujarat,380013,0,,,
5481,"23.0215374, 72.5800568",Pulse Iccu and Hospital,Ahmedabad,"3Rd & 4Th Floor, Lifeline Complex ,12 Virnagar Society Bhimjipura Kiranpark Road Nava Vadaj",Gujarat,380013,0,,,
5482,"23.0215374, 72.5800568",Raj Ent Hospital,Ahmedabad,"Dhanajibhai Complex, ""B"" Block,Near Narapura Rly. Crossing",Gujarat,380013,0,,,
5483,"23.0549589, 72.5493202",Rhythm Cardio Pulmonary Care Centre,Ahmedabad,"1St& 2Nd Floor,Shashwat Complex Naranpura Char Rasta Naranpura",Gujarat,380013,0,,,
5484,"23.0551934, 72.5585003",Riddhi Maternity Home,Ahmedabad,"1, Prayag Society 1St Floor, Opp Ankur Bus Stand Naranpura",Gujarat,380013,0,,,
5485,"23.0568889, 72.5607879",Samata Hospital Pvt.Ltd - Ahmedabad,Ahmedabad,"C-3,Hasmukh Colony,Vijaynagar Road, Naranpura",Gujarat,380013,0,,,
5486,"23.0551934, 72.5585003",Sanghvi Hospital,Ahmedabad,"# 11,Kamadurga Society Opp: Ankur Bus Stand Naranpura",Gujarat,380013,0,,,
5487,"23.0215374, 72.5800568",Sanjivani Heart and Medical Hospital (Ahmedabad),Ahmedabad,"Sanjeevani Complex, Opposite Mehsana Soc., Nava Vadaj Road",Gujarat,380013,0,,,
5488,"23.062385, 72.5663858",Satyam Urology and Kidney Hospital Pvt. Ltd.,Ahmedabad,"2Nd Floor, Mansarover Avenue, Opposite Tulsishyam Flats, Bhimjipura Char Rasta, Nava Vadaj",Gujarat,380013,0,,,
5489,"23.0215374, 72.5800568",Shah Hospital - Vadaj,Ahmedabad,"21, Shantinagar, Ashram Road, Vadaj",Gujarat,380013,0,,,
5490,"23.0215374, 72.5800568",Shail Eye Hospital,Ahmedabad,"Gurukrupa, Naranpura,Opposite Ladli,Naranpura Cross Roads",Gujarat,380013,0,,,
5491,"23.0215374, 72.5800568",Shalin Eyecare Hospital,Ahmedabad,"1St Floor, Chandraprabhu Complex, Nr Sardar Patel Statue",Gujarat,380013,0,,,
5492,"23.0215374, 72.5800568",Shree Rang Maternity andOrthopaedic Hospital,Ahmedabad,"305/6, Parth Avenue,Opp Savita Siciety",Gujarat,380013,0,,,
5493,"23.0578255, 72.5495996",Umiya Surgical Hospital,Ahmedabad,"Samarpur Tower,Opp Panchdev Mahadev ,132 Ring Road, Naranpura",Gujarat,380013,0,,,
5494,"23.0215374, 72.5800568",Vadaj Orthopaedic Hospital,Ahmedabad,"20, Mehsana Society, Opposite Laxmi Hospital,Opposite Sanjivani Complex, Nava Vadaj Road",Gujarat,380013,0,,,
5495,"23.0215374, 72.5800568",Vadodara Institute Of Neurological Sciences,Ahmedabad,"Chakrawarti Complex.OppositeKiran Park, Nava Vadaj",Gujarat,380013,0,,,
5496,"23.0215374, 72.5800568",Vimal Hospital,Ahmedabad,"1, Suryaprabhat Society, Opposite Shivam App., Nawa Vadaj",Gujarat,380013,0,,,
5497,"23.0551934, 72.5585003",Vivek Children Hospital,Ahmedabad,"2Nd Floor Mansarovar Complex,Opp Uco Bank Nr Naranpura Police Chowky Naranpura",Gujarat,380013,0,,,
5498,"23.0215374, 72.5800568",Yash Surgical Hospital and Endoscopy Center,Ahmedabad,"Sanjeevani Complex, Opposite Mehesana Society, Nawavadaj Road",Gujarat,380013,0,,,
5499,"23.0215374, 72.5800568",Aalap Clinic and Surgical Nursing Home,Ahmedabad,"# 11, Sundervan Society, Ashram Road, Opposite  Vidhyapith, Usmanpura",Gujarat,380014,0,,,
5500,"23.0215374, 72.5800568",Aarogyam Speciality Hospital,Ahmedabad,"Soham Complex, Opp Ganesh Tower Soham Complex, Opp Ganesh Tower Navrangapura",Gujarat,380014,0,,,
5501,"23.0215374, 72.5800568",Brain and Spine Hospital,Ahmedabad,"Blue Star Complex, Near Income Tax Railway Under Bridge",Gujarat,380014,0,,,
5502,"23.0458602, 72.5532019",Brij Basant Hospital,Ahmedabad,"Bansal House,Hatkesh Society,Navrangpura",Gujarat,380014,0,,,
5503,"23.0488101, 72.5628106",Cancer Associates,Ahmedabad,"2Nd Floor, Shubham Complex, Opposite Bank Of Baroda, Sardar Patel Colony, Naranpura",Gujarat,380014,0,,,
5504,"23.0215374, 72.5800568",Chetna Maternity Home,Ahmedabad,"1, Vidya Nagar Soc No.1, OppositeUsmanpura Garden",Gujarat,380014,0,,,
5505,"23.0505421, 72.5618768",Chirag Surgical Hospital,Ahmedabad,"14/A, Bharat Colony , Stadium Rd",Gujarat,380014,0,,,
5506,"23.0215374, 72.5800568",Dr J J Vora Memorial General Hospital,Ahmedabad,"Navdeep Complex, Opp Akashwani Near Income Tax Char Rasta, Ashram Road",Gujarat,380014,0,,,
5507,"23.0215374, 72.5800568",Dr Pratap Desai Eye Clinic,Ahmedabad,"23, Vishwamitra Complex, Stadium Road Near : Golden Triengle",Gujarat,380014,0,,,
5508,"23.0215374, 72.5800568",Dr Tikoo M Lala Orthopaedic Hospital,Ahmedabad,"No. 22, Halkesh Society, Layola School Road",Gujarat,380014,0,,,
5509,"23.0215374, 72.5800568",J. Chirag Surgical Hospital,Ahmedabad,"14, A, Bharat Colony, Near Sardar Patel Colony, Statue, Stadium Road",Gujarat,380014,0,,,
5510,"23.0215374, 72.5800568",Jariwala Womens Hospital,Ahmedabad,"21 To 25, Shukan Mall, Camp Road, Nr.Rajasthan Hospital, Shahibaug",Gujarat,380014,0,,,
5511,"23.0215374, 72.5800568",Kidney Care Urosurgical Hospital,Ahmedabad,"B-104, Angel Complex, Nr. Stadium Five Roads",Gujarat,380014,0,,,
5512,"23.0215374, 72.5800568",Kruti Orthopedic Hospital,Ahmedabad,"11, Vidyanagar Society No.2, B/H. Mehta Resturant, Usmanpura",Gujarat,380014,0,,,
5513,"23.047877, 72.5619306",Life Care Institute Of Medical Sciences And Research Pvt Ltd (Limsar),Ahmedabad,Sardar Patel Statue Corner Stadium Road Naranpura,Gujarat,380014,0,,,
5514,"23.022505, 72.5713621",Maneklal and Jagjivan Ujamshi Institute Of Ophthalmo,Ahmedabad,New Civil Hospital,Gujarat,380014,0,,,
5515,"23.0425151, 72.562583",Onco Surgical Hospital and Endoscopy Clinic,Ahmedabad,"Aakar' 11, Nathalal Colony, Near Golden Triangle, Stadium Rd., Navrangpura",Gujarat,380014,0,,,
5516,"23.0215374, 72.5800568",Pankit Nursing Home,Ahmedabad,"B-104, Angel Complex, Nr. Stadium Five Roads",Gujarat,380014,0,,,
5517,"23.0522531, 72.5593154",Pruthvi Med Nursing Home and Heart Centre,Ahmedabad,"S P Colony, Naranpura",Gujarat,380014,0,,,
5518,"23.0505421, 72.5618768",Radhaswami Nursing Home,Ahmedabad,"16, Sardar Patel Stadium Road-14",Gujarat,380014,0,,,
5519,"22.9877945, 72.4713571",Sahyog General Hospital and Nursing Home,Ahmedabad,"Near Shanti Pura Circle,Sarkhej",Gujarat,380014,0,,,
5520,"23.0563223, 72.5702392",Shalin Eyecare Hospital,Ahmedabad,"1St Floor, Chandraprabhu Complex",Gujarat,380014,0,,,
5521,"23.0215374, 72.5800568",Shree Vardhman Eye Hospital And Research Center,Ahmedabad,"Vardhman-1, Near,Kadwa Patidar Wadi,Usmanpura, Ashram Road",Gujarat,380014,0,,,
5522,"23.0215374, 72.5800568",Shubham Super Specialityhospital,Ahmedabad,"1St Floor, OppositeBank Of Baroda, Near S.P.Colony",Gujarat,380014,0,,,
5523,"23.0215374, 72.5800568",Soham Pediatric Care,Ahmedabad,"Soham-1, Navrang Six Rds, Darpan Circle",Gujarat,380014,0,,,
5524,"23.0215374, 72.5800568",Valu Hospital,Ahmedabad,"9, Nathalal Colony, Near Sardar Patel Statue, Stadium Road",Gujarat,380014,0,,,
5525,"23.0488101, 72.5628106",Vrundavan Hospital,Ahmedabad,"Beside Meghaiaya Flats, Nr. Sardar Patel Colony, Naranpura",Gujarat,380014,0,,,
5526,"23.0215374, 72.5800568",Aadya Lens Implantation Center,Ahmedabad,"#125, Sillicon Valley,Shivranjani Char Rasta,Sateliite Road",Gujarat,380015,0,,,
5527,"23.0215374, 72.5800568",Aakshardeep Eye Hospital,Ahmedabad,"A-405, Milenium Plaza, Opposite Swaminarayan Temple, Judges Banglow Road, Vastrapur",Gujarat,380015,0,,,
5528,"23.0215374, 72.5800568",Aashwi E.N.T. Hospital / Aashwt E.N.T Hospital,Ahmedabad,"A-405, 406 , Himalaya Aroade,OppositeVastrapur Lake,Vastrapur",Gujarat,380015,0,,,
5529,"23.0215374, 72.5800568",Aastha Eye Hospital,Ahmedabad,"S. 3/A, Goldcoin Complex, Jodhpur Char Rasta, Satellite Road",Gujarat,380015,0,,,
5530,"23.0215374, 72.5800568",Abhisek Maternity and Nursing Home,Ahmedabad,"104-105, 1St Floor, Shivalay-2/A, Nr Hasubhai Park, Jodhpur Gam",Gujarat,380015,0,,,
5531,"23.0215374, 72.5800568",Aditya Orthopadic Hospital,Ahmedabad,"201,202,Aditya Plaza.Opp-Vivekanandanagar,Jodupur Road,Satelite",Gujarat,380015,0,,,
5532,"23.0261987, 72.5500485",Adventist Wockhardt Heart Hospital,Ahmedabad,Polytechnic Road,Gujarat,380015,0,,,
5533,"23.0128032, 72.5457093",Aerimita Hospital and Ashvinau Research,Ahmedabad,"Navkar Complex, Nr Shreyas Crossing",Gujarat,380015,0,,,
5534,"23.0215374, 72.5800568",Amin Surgical Nursing Home,Ahmedabad,"0-2, Maruti Towers, Opp Jai Shefali Row Houses, Satellite Road",Gujarat,380015,0,,,
5535,"23.0215374, 72.5800568",Arihant Fracture and Orthopadic Hospital,Ahmedabad,"Upnishad, 3-Frist Floor , Nr. Shreyas Railway Crossing , Flyover Bridge, Ambawadi",Gujarat,380015,0,,,
5536,"23.020409, 72.5305849",Armaan Eye Hospital,Ahmedabad,"Tirthjal, 132, Feet Ring Road, Satellite",Gujarat,380015,0,,,
5537,"23.0215374, 72.5800568",Ashirvad Hospital,Ahmedabad,"Near Lad Bhuvan, Opposite Polo Ground S-3/A, Gold Coin Complex Satellite Road",Gujarat,380015,0,,,
5538,"23.0215374, 72.5800568",Ashish Orthopaedic Hospital,Ahmedabad,"24, Himalay Complex Nehru Park Vastrapur",Gujarat,380015,0,,,
5539,"23.0215374, 72.5800568",Astha Eye Hospital,Ahmedabad,"S-3/A, Gold Coin Complex, ,Jodhpur Char Rasta, Satellite Road",Gujarat,380015,0,,,
5540,"23.0215374, 72.5800568",Babul E.N.T. Hospital,Ahmedabad,"204-205, Shyamak Complex, Opposite Sahajanand College, B/H. Kamdhenu Complex, Plytechnic",Gujarat,380015,0,,,
5541,"23.0215374, 72.5800568",Bavishi Eye Hospital,Ahmedabad,"1 Tapovan Society S M Road Nehrunagar Char Rasta, Satelite Road Ambawadi",Gujarat,380015,0,,,
5542,"23.0215374, 72.5800568",Cardio Vascular Clinic - Ahmedabad,Ahmedabad,"1St Floor, Radha Complex, Above Natraj Medical Store, 100Ft Anandnagar Road",Gujarat,380015,0,,,
5543,"23.0215374, 72.5800568",Chhabra Eye Hospitals,Ahmedabad,"# 5, First Floor , Goldcoin-B Complex,Jodhpur Charrasta, Satellite Road",Gujarat,380015,0,,,
5544,"23.0215374, 72.5800568",Chikhalkar Hospital and Iccu,Ahmedabad,"Behind Aec Zonal Office, 132, Ring Road No. 4, Sahjanand Complex",Gujarat,380015,0,,,
5545,"23.0215374, 72.5800568",Chokshi Maternity Nursing Home and Sonography Clinic,Ahmedabad,"Divyalok Complex, Kiranpark Road, Bhimjipura",Gujarat,380015,0,,,
5546,"23.0215374, 72.5800568",Divyajyot Eye Hospital,Ahmedabad,"60, Jeevandeep Raw House, In Udgam School's Lane, Drive-In Road",Gujarat,380015,0,,,
5547,"23.0215374, 72.5800568",Dr Rupesh Shah Killol Children Hospital,Ahmedabad,"Dhanlaxmi Complex, Jivraj Park, Vejalpur Road",Gujarat,380015,0,,,
5548,"23.0215374, 72.5800568",Dr. Jaladhi M. Parikh Eye Hospital,Ahmedabad,"1St Floor, Manek Apartment,Nehrunagar Char Rasta,Near Jain Derasar",Gujarat,380015,0,,,
5549,"23.0215374, 72.5800568",Dr. Trivedis Arthroscopy Clinic And Hospital,Ahmedabad,"201, Aasthan Complex, Opposite Polytecnic,Anbawadi",Gujarat,380015,0,,,
5550,"23.0215374, 72.5800568",Eye Care Hospital Pvt. Ltd.,Ahmedabad,"Eye Care Hospital, Polytechnic Road , B/H Ioc Petrol Pump Ambawadi",Gujarat,380015,0,,,
5551,"23.0215374, 72.5800568",Falia Hospital,Ahmedabad,"Opp:Someshwara Jain Temple, 132Feet Ring Road Satellite Road",Gujarat,380015,0,,,
5552,"23.0215374, 72.5800568",Feny Orthopaedic Hospital,Ahmedabad,"2, Ambujanagar, Titakkar Bapa Nagar Highway, Approch, OppositeSwami Narayan Temple",Gujarat,380015,0,,,
5553,"23.0215374, 72.5800568",Gayatri Ent Hospital,Ahmedabad,"302, Twinkle Complex, 100 Ft. Road, Nr Dhananjay Tower, Satellite",Gujarat,380015,0,,,
5554,"23.0215374, 72.5800568",Gujarat Institute Of Psnchological Sciences Hospit,Ahmedabad,"Gips, Shreenath Complex, Umiya Vijay Road, Punit Nagar-1, Satelite",Gujarat,380015,0,,,
5555,"23.0215374, 72.5800568",Gujrat Child Care Hospital,Ahmedabad,"203-204, , Jyoti Complex B/S, Parekhs Hospitals , Shyamal Cross Roads, Satellite",Gujarat,380015,0,,,
5556,"23.0215374, 72.5800568",Gynacare Womens Hospital,Ahmedabad,"No. 2Nd Floor, Twinkle Complex, Near Dhananjay Tower, 100 Ft Road, Shyamlal Cross Road",Gujarat,380015,0,,,
5557,"23.0215374, 72.5800568",Hitarth Children Hospital,Ahmedabad,"2Nd Floor, Himalaya Complex, Opposite Fountain, Vastapur",Gujarat,380015,0,,,
5558,"23.0847359, 72.5713358",Jalaram Hospital,Ahmedabad,"2, Satelite Society, OppositeSundervan, Ahemdabad",Gujarat,380015,0,,,
5559,"23.0215374, 72.5800568",Jarmarwala Hospital,Ahmedabad,"Urmi, 3 State Bank Society, Opposite Snehkunj, Behind C N Vidyalaya, S M Road, Ambawadi",Gujarat,380015,0,,,
5560,"23.0215374, 72.5800568",Jash Fracture and Orthopaedic Hospital,Ahmedabad,"Gold Coin Complex - A,Jodhpur Cross Roads,Satellite Road",Gujarat,380015,0,,,
5561,"23.0215374, 72.5800568",Jaydeep Hospital,Ahmedabad,"302, Vraj Complex, Opp Dhananjay Tower, 100 Ft Road, Nr Shyamal Cross Roads",Gujarat,380015,0,,,
5562,"23.0215374, 72.5800568",Jeevan Deep Hospital (2),Ahmedabad,"203, Pramukh Palace, Opp Radha Vallabh Mandir, Nr Jayhind Char Rasta",Gujarat,380015,0,,,
5563,"23.0220999, 72.5385406",Jyoti Maternity Hospital,Ahmedabad,"1St Floor, Ocean Park, Satellite Road, Nehru Nagar",Gujarat,380015,0,,,
5564,"23.0224786, 72.5426641",Khandwala Orthopeadic HospitalandSkin Clinic,Ahmedabad,"Near Nehrunagar S M Road, Ambawadi",Gujarat,380015,0,,,
5565,"23.0215374, 72.5800568",Kiranben Maternity and Oncosurgical Hospital,Ahmedabad,"1St Floor, Greenwood Avenue Ramdevnagar, Near Rajsurya Bungalows, Behind Isro",Gujarat,380015,0,,,
5566,"23.0215374, 72.5800568",Kirenben Maternity And Nursing Home,Ahmedabad,"First Floor, Green Wood Avenue, Near Rajusuya Bunglows,B/H. Isro, Ramdeonagar",Gujarat,380015,0,,,
5567,"23.0203135, 72.5561606",Kkrishana Heart and Super Speciality Institute,Ahmedabad,Parmial Garden Ambawadi,Gujarat,380015,0,,,
5568,"23.0215374, 72.5800568",Mamta Children Hospital,Ahmedabad,"A, 102, Maruti Towers, Satellite Road",Gujarat,380015,0,,,
5569,"23.0215374, 72.5800568",Mohata Heart And Medicare,Ahmedabad,"U/7-8, Akashardhara, Opposite Sachin Tower, Next-10, Shyamal Row House, 100 Ft. Road, Satellite",Gujarat,380015,0,,,
5570,"23.0215374, 72.5800568",Navkar Children Hospital,Ahmedabad,"A-257,258 Popular Plaza, Someshwar Complex I, 132 Ft. Ring Road, Satellite",Gujarat,380015,0,,,
5571,"23.0215374, 72.5800568",Netr-The Eye Care Clinic,Ahmedabad,"Vision House,OppositeKameshwar School,Nr.Jodhpur Cross Road,Satellite",Gujarat,380015,0,,,
5572,"23.0215374, 72.5800568",Patwa Eye Hospital and Laser Centre,Ahmedabad,"36, Shilale Society, Nr. Fountain, Vastrapur",Gujarat,380015,0,,,
5573,"23.0215374, 72.5800568",Planet Women Fertility and Counseling,Ahmedabad,"26/1`L`Colony,Sahjanand College Cross Roads Ambavadi",Gujarat,380015,0,,,
5574,"23.0215374, 72.5800568",Pratap Desai Eye Hospital,Ahmedabad,"A-405 Millenium Plaza,Opp Swaminarayan Temple Judge's Bunglow",Gujarat,380015,0,,,
5575,"23.0215374, 72.5800568",Raksha Hospital Pvt Ltd,Ahmedabad,"2Nd and 3Rd Floor Polyclinic Center, Opp Chiefjustic , Judges Bungalows Cross Rd Vastrapur",Gujarat,380015,0,,,
5576,"23.0215374, 72.5800568",Rosemaarry Womens Hospital,Ahmedabad,"29/30, Mansi Complex.B, Premchand Nagar Road, Vastrapur",Gujarat,380015,79  26753892/ 26763777,,,
5577,"23.065368, 72.643426",Rudraksh Hospital,Ahmedabad,"Near .S.T.Workshop Patiya,Naroda",Gujarat,380015,0,,,
5578,"23.0215374, 72.5800568",Rushabh Medi Surge,Ahmedabad,2Nd Floor Sahjanand Palace Opp Rahul Tower 100 Ft Anandnagar Road Satellite,Gujarat,380015,0,,,
5579,"23.0215374, 72.5800568",Rushil Cancer And Endocrine Care,Ahmedabad,"107,Shailbhadra.OppositeAmbawadi Jain Derasar,Nr. Nehrunagar Circle,Ambawadi",Gujarat,380015,0,,,
5580,"23.0215374, 72.5800568",Sahjanand Orthopaedic Hospital,Ahmedabad,"301, Sahjanandpalace, Nrkanak-Kalaflat, 100Ftanandnagarroad",Gujarat,380015,0,,,
5581,"23.0215374, 72.5800568",Sanidhaya Maternity and Nursing Home,Ahmedabad,"Jyoti Plaza, Shyamal Cross Road ,132 Ft. Ring Road, Satellite Road",Gujarat,380015,079  26744033,,,
5582,"23.0215374, 72.5800568","Sanjivani Maternity ,SonographyandPainless Delivery",Ahmedabad,"Aksharshara ,Opp Sachin Tower ,Shyamai Cross Roads,Satellite",Gujarat,380015,0,,,
5583,"23.0215374, 72.5800568",Sarla Nursing Home,Ahmedabad,"Nehrunagar Char Rasta , Near Panch Mahadev Mandir, Ambawadi , S M Road",Gujarat,380015,0,,,
5584,"23.0215374, 72.5800568",Sarvamangal Women's Hospital And Ivf Center,Ahmedabad,"Jyoti Complex, Nr Shyamal Flyover Satellite",Gujarat,380015,"079    26769911, 26769922,",,,
5585,"23.0215374, 72.5800568",Satellite Orthopaedic Hospital And Research Centre Pvt Ltd,Ahmedabad,"302,Vraj Complex Opp Dhananjay Towers Near Shyamal Cross Roads",Gujarat,380015,"079    26751234, 26754929,",,,
